Job_title,Job_role,Company,Job_location,Job_summary,Post_date,Today,Job_salary,Job_url
Data Analyst,Data Analyst,Gnani Innovations,"Bengaluru, Karnataka","Performing and documenting data analysis, data validation, and data mapping/design.
3+ years of experience as a business analyst with high level of expertise in…",PostedPosted 4 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=270
Data & Analytics Lead - X Delivery,Data Analyst,Boston Consulting Group,"New Delhi, Delhi+1 location",You will provide technical support through deeper understanding of relevant data analytics solutions and processes to build high quality and efficient analytic…,PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=270
Know Your Client (KYC) Analyst,Data Analyst,Deutsche Bank,"Mumbai, Maharashtra","Good communication skills – oral and written Good knowledge of handling excel spreadsheets and data slicing/dicing.
Best in class leave policy.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analyst,Data Analyst,IDFC FIRST Bank,"Mumbai, Maharashtra","Document process ,data codes, data repository, data request , log book for audit and learning purpose.
Before sharing of any data (customer sensitive) ensure…",PostedPosted 10 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analysis Consultant,Data Analyst,Ignatiuz Software Pvt Ltd,"Indore, Madhya Pradesh+1 location","Incumbent with the relevant experience of 3+ years as a data analyst.
2+ years of experience in data analysis, preferably in a professional setting stay up to…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Senior Analyst - Corporate New Product Development,Data Analyst,Amex,"Gurgaon District, Haryana","Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.",PostedPosted 4 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analyst,Data Analyst,TravClan Technology India,"Delhi, Delhi","Ability to understand and work with large sets of data.
Prior experience with data visualization tools like Data Studio / Tableau / PowerBi.",PostedPosted 30+ days ago,2023-03-19,"₹6,00,000 - ₹15,00,000",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
"Analyst, Research",Data Analyst,dss+,Remote,"Provide support in client engagement and data analysis.
The analyst will be required to provide support in client engagement and data analysis, benchmarking,…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Associate - LSA Data Analyst,Data Analyst,Pfizer,"Chennai, Tamil Nadu","Build innovative models for visual analytics, to facilitate a fast and efficient discovery of insights from data.
Must have a Bachelor's Degree.",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Junior/Senior Data Analyst,Data Analyst,OPK eServices,"Gurgaon District, Haryana","Knowledge and Skills Required: Working knowledge of data mining principles: predictive analytics, cleansing, mapping, and collecting data from multiple data…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analyst,Data Analyst,Camsdata,"Bengaluru, Karnataka","Experience in automating Data extraction and insertion of data to MIS using Python.
Attention to detail and strong data orientation with impeccable attention…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Business Analyst,Data Analyst,Rently Software Development Centre,"Hyderabad, Telangana","Business analysts may need to work extra hours when deadlines are approaching.
Using data modelling techniques to identify ways in which an organisation can…",PostedPosted 3 days ago,2023-03-19,"From ₹10,00,000",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Analyst - Data Science,Data Analyst,Nuware Systems,"Bengaluru, Karnataka","Data Scientist with Machine Learning, Python & R Programming Experience.
Good Attitude and Communication skills, SQL, Excel Macros.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Senior Research Analyst,Data Analyst,Datamatics Financial Services,Remote,"Conducting secondary/primary research on assigned topics across sectors and geographies.
Execution of projects related to company profiling, competitive…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data & Analytics Lead - X Delivery,Data Analyst,Boston Consulting Group,"New Delhi, Delhi+1 location",You will provide technical support through deeper understanding of relevant data analytics solutions and processes to build high quality and efficient analytic…,PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analyst,Data Analyst,PiWheel,India,"2+ years of direct industry work experience in one or more of the following areas: data science, data analytics, or data engineering.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analyst,Data Analyst,Ganga RK Industries Pvt. Ltd,"Rajkot, Gujarat","The next stage for data analysts is to implement data modelling techniques to encompass the key facets of data analysis.
Total work: 1 year (Preferred).",EmployerActive 1 day ago,2023-03-19,"From ₹4,00,000",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=280
Data Analyst (Full Time Contract),Data Analyst,SearchEnds,"Bengaluru, Karnataka","Prior experience as a data engineer, Data Analyst or in a similar role.
Experience in Tableau Desktop (Visualization & Analytics) is a must.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
"Data Analyst, Risk Data Strategy",Data Analyst,Standard Chartered,"Bengaluru, Karnataka","Work on data requirements and identification of golden sources for data attributes.
Embed compliance with data management risks, including data quality, secrecy…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Product Analyst,Data Analyst,T&N Business Services,Delhi,"Ability to search for the required data and all that is related to it.
Ability to search for the required data and all that is related to it.",PostedPosted 30+ days ago,2023-03-19,"Up to ₹4,50,000",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
"Manager, Data Analytics",Data Analyst,Clarivate,"Bengaluru, Karnataka","You will be working on Clarivate data and responsible for analyzing this data using data processing/querying tool like SQL, R or Python.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Data Analyst,Data Analyst,Rishabh Enterprises HVAC&R PVT LTD,"T Nagar, Chennai, Tamil Nadu","Required Male Candidate Preferable Any Graduate with IT Background 6 to 10 years Experience.
Knowledge of Social Media , Wellversed in Excel especially VLOOKUP …",EmployerActive 1 day ago,2023-03-19,"₹20,000 - ₹25,000 ",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Data Analyst,Data Analyst,The Career Next,"Gurgaon, Haryana","Profile: Quality Analyst ( Backend), 6 Months contractual Job.
Shift: Fixed day shift ( 9.30 AM to 6.30 PM) with fixed Saturday and Sunday off.",EmployerActive 2 days ago,2023-03-19,"₹2,50,000 - ₹3,00,000",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Data Analyst,Data Analyst,Nasher Miles Private Limited,"Mumbai, Maharashtra","Analyze data on a regular basis.
2 to 3 year work experience in data entry.
Must be super-efficient in data filling and have good knowledge about functions of…",EmployerActive 9 days ago,2023-03-19,"₹25,000 - ₹30,000 ",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
BI Specialist,Data Analyst,UST,"Kochi, Kerala","Query; analyze and transform complex data sets to optimize dashboard flexibility and performance.
Develop Qlik Sense BI (Business Intelligence) visualizations…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Data Analyst,Data Analyst,Smart Ship,"Pune, Maharashtra","Building and iterating reports (with eventual design collaboration) based around a large volume of data, from multiple teams - providing data results…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Bioinformatician / Data analyst,Data Analyst,Clarity Bio Systems,"Powai, Mumbai, Maharashtra","Analyze LC/MS data and prepare reports.
Apply statistical data analysis and machine learning tools.
Write code in R or Python for specific data analysis…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Data Analyst,Data Analyst,Inference Labs,"Bengaluru, Karnataka",Proficient in Verbal and Written Communication skills with demonstrated ability to communicate with fellow analysts / data engineers as well as the management.,PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
"Research Analyst, Mumbai",Data Analyst,Cedar Management Consulting,"Mumbai, Maharashtra","Analyse financial and non-financial data, with a focus on using accurate and verifiable information.
Conduct in-depth primary and secondary research for client…",PostedPosted 25 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Data & Analytics Lead - X Delivery,Data Analyst,Boston Consulting Group,"New Delhi, Delhi+1 location",You will provide technical support through deeper understanding of relevant data analytics solutions and processes to build high quality and efficient analytic…,PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
Business Analyst,Data Analyst,Careervira,"Gurgaon, Haryana+1 location","Use data to create models that depict trends in the data and generate Insights.
Technical proficiency regarding database design development, data models,…",PostedPosted 19 days ago,2023-03-19,"₹12,00,000 - ₹15,00,000",https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
SQl Data Analyst (Banking),Data Analyst,Cranium IT Inc,"Bengaluru, Karnataka","Job Types: Full-time, Regular / Permanent, Contractual / Temporary.
Total work: 5 years (Preferred).
SQl Data Analyst (Banking): 3 years (Preferred).",PostedPosted 4 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Analyst&l=India&start=290
AI/ML Engineer,Data Scientist,Pitchvantage llc,Remote,"Collaborate with data scientists, software engineers, and product managers to design and implement machine learning solutions.
Job Types: Full-time, Contract.",PostedJust posted,2023-03-19,"₹20,00,000 - ₹30,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist - Performance Lens,Data Scientist,McKinsey & Company,"Gurgaon District, Haryana","Experience with building and maintaining large data sets to support data science development.
Ability to work across structured, semi-structured and…",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist,Data Scientist,Venturesathi Business Services LLP,"Raurkela, Orissa","Proficient in Python or R for data analysis and machine learning, and SQL for data extraction and manipulation.
Job Types: Full-time, Regular / Permanent.",PostedToday,2023-03-19,"Up to ₹5,50,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist - Python,Data Scientist,V R Della IT Services Private Limited,"Tiruchchirappalli, Tamil Nadu","Experience of Machine Learning and AI.
Knowledge of the principles of class-based object-oriented programming.
Total work: 1 year (Preferred).",PostedPosted 3 days ago,2023-03-19,"₹4,48,704 - ₹18,82,259",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Science,Data Scientist,Larsen & Toubro Limited,"Chennai, Tamil Nadu","Probability and statistics, Statistical Programming, Critical Thinking.",PostedPosted 11 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Associate Data Scientist,Data Scientist,Shell,"Chennai, Tamil Nadu","Works with data and technology experts to help execute analytics projects and deploy solutions.
Works within a variety of well-defined and standard R&D…",PostedToday,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist,Data Scientist,Cyient,"Hyderabad, Telangana","Hands on data mining, machine learning techniques for building advanced Algorithms.
Extract and analyze the large volume of data to find the hidden insights.",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist,Data Scientist,Bosch Group,"Bengaluru, Karnataka","Experience: At least 2 years of experience of professional data science.
Proven track record in machine learning, neural networks, pattern analysis, time series…",PostedToday,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist,Data Scientist,Internatinal Scientific Research and Publications,"Remote in Chennai, Tamil Nadu","Developing data visualizations to communicate findings.
The candidate will be responsible for analyzing complex data sets, developing statistical models, and…",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist,Data Scientist,Siemens,"Gurgaon District, Haryana","Experience with common data science toolkits, such as Scikit, NumPy.
Experience in developing and deploying machine learning, deep learning, NLP solutions,…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Machine Learning - Intern,Data Scientist,IceCream Labs,"Bengaluru, Karnataka","Understanding of data structures, data modeling and software architecture.
Responsibilities include creating machine learning models and retraining systems.",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Assistant Data Scientist,Data Scientist,Ascendeum,"Remote in Bengaluru, Karnataka","Providing technical expertise in data storage structures, data mining, and data cleansing.
Present information using data visualization techniques.",EmployerActive 1 day ago,2023-03-19,"Up to ₹10,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Scientist,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Mapping diverse requirements to implementation on Azure/Big data platform with conflicting requirements and constraints.,PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data Science Intern,Data Scientist,Funding Societies,"Bengaluru, Karnataka","Proficiency in Python, SQL, and data visualization tools.
Develop and implement machine learning algorithms for predictive modeling and data analysis.",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
Data scientist,Data Scientist,Serendipity corporate services,"Pune, Maharashtra","They must have strong experience using a variety of programming methods, using a variety of data tools, building and implementing models, using/creating…",EmployerActive 1 day ago,2023-03-19,"Up to ₹12,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=0
AI / Big Data Analyst (Powertrain applications),Data Scientist,Bosch Group,"Bengaluru, Karnataka",Bachelor of Engineering (B.E / B.,PostedToday,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Intern - Data Analytics (APAC),Data Scientist,Waters Corporation,"Bengaluru, Karnataka",Developing processes and tools to assess the effectiveness and accuracy of new data sources and data gathering techniques.,PostedPosted 15 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Intern - Software|Data Science (Remote),Data Scientist,Crafteak,"Remote in Pune, Maharashtra","Be familiar with data visualization, jupyter notebook, numpy, pandas etc.
Be open to learn and be ready to take new challenges.
Preferred students from B.E./B.",PostedPosted 13 days ago,2023-03-19,"From ₹4,500 ",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Analyst / Data Scientist,Data Scientist,StatusNeo Technology Consulting,"Gurgaon District, Haryana",Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,PostedPosted 12 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist,Data Scientist,Capgemini,"Bengaluru, Karnataka","Proficient in data mining and data cleansing techniques.
Helping & Managing teams of data scientist and produce project deliverables.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist 1,Data Scientist,PayPal,"Bengaluru, Karnataka+1 location","2+ years of work experience in relevant positions (e.g. Decision scientist, data analyst, statistician, data scientist, FP&A, product/process manager, risk…",PostedPosted 8 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Technology Consultant - Data Scientist - Bangalore/Gurgaon - T2/T3,Data Scientist,SAP,Delhi,"Work closely with other data scientist and teams to enable transformation journey with customer.
We are looking for data scientist, you have strong expertise in…",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
"Specialist, Data Scientist",Data Scientist,The Bank of New York Mellon Corporation,"Pune, Maharashtra","Establishes relationships to obtain data and subject knowledge needed to support advanced analytics.
Stays abreast of organization and management changes and…",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist,Data Scientist,UBS,"Pune, Maharashtra",Effectively use data science toolkits and related visualization technologies to deliver quality analytics and data insight to our stakeholders.,PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist,Data Scientist,Lenskart,"Gurgaon District, Haryana","Leverage customer chat data for applications in text analytics such as sentiment analysis, NPS prediction, topic modelling etc.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist,Data Scientist,Fortuna Entertainment Group,Hybrid remote in India,"Support the data analytics team in improving analytical models with data science-based insights.
Exciting sports and gaming data and latest technology.",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist-Python & Machine learning,Data Scientist,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",You will be part of Decision Sciences team that leverages industry-leading data-driven techniques to convert data into meaningful insights that enable the firm…,PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
AI-ML Engineer,Data Scientist,Larsen & Toubro Limited,"Vadodara, Gujarat","Data gathering, data cleaning and data processing of historical data.
Understanding of data structure, data modeling and software architecture.",PostedPosted 11 days ago,2023-03-19,"₹8,00,000 - ₹12,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Science Specialist,Data Scientist,Transorg Analytics,"Remote in Gurgaon District, Haryana","Should have sound experience in data mining and data analysis.
Must have a passion for data, structured or unstructured.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data Scientist,Data Scientist,Iris software,"Noida, Uttar Pradesh","Apply scientific data collection and interpretation activities and ensure collected data is relevant and exhaustive.
Tech - Code quality and coding standards.",PostedPosted 3 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=10
Data scientist,Data Scientist,ICICI Prudential Life,"Mumbai, Maharashtra","Data extraction using valuable data sources.
Perform initial investigation and exploratory data analysis.
Analyzing large amount of data to find patterns and…",PostedJust posted,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Scientist,Data Scientist,Faurecia,"Pune, Maharashtra","Research & Develop Machine Learning/AI algorithms to solve the engineering & Manufacturing problems.
Discover insights & develop prediction system for Finance &…",PostedPosted 19 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Science Online Trainer,Data Scientist,Prognoz,India,"1+ year experience in Data Science.
Must have worked on minimum 2 Data Science Projects and must have at least 50 hours experience in online training on Data…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Analytics Data Engineer / Data Scientist,Data Scientist,COMPEGENCE,"Bengaluru, Karnataka","Ability to operationalise the data pipeline.
Operationalise 360 degree Analytical data feedback loop.
4 plus Customer Project experience handling large scale…",PostedPosted 30+ days ago,2023-03-19,"₹90,000 - ₹1,50,000 ",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Machine Learning Intern,Data Scientist,SolarWinds,"Bengaluru, Karnataka","Analyzing data sets and extracting insights from them.
Building and testing ML models and algorithms on telemetry data.",PostedPosted 21 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data scientist,Data Scientist,Vingsfire pvt ltd,"Remote in Hyderabad, Telangana","The course duration is 6 months....
You will be given high level knowledge and with paid intership....
Job Types: Full-time, Fresher.",EmployerActive 1 day ago,2023-03-19,"₹4,00,000 - ₹11,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Scientist,Data Scientist,Airtel India,"Gurugram, Haryana+1 location","Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Scientist,Data Scientist,Innobuzz Learning Solutions LLP,"Delhi, Delhi","2-5 years of experience in data science.
High proficiency in at least one of the following broad areas: machine learning, statistical modelling/inference,…",PostedPosted 2 days ago,2023-03-19,"₹3,00,000 - ₹6,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Scientist,Data Scientist,Pridetech labs pvt ltd Bangalore,Remote,"Experience working with and creating data architectures.
Knowledge and experience in statistical and data mining techniques.",PostedPosted 30+ days ago,2023-03-19,"From ₹5,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Scientist,Data Scientist,Aveon InfoTech PVT.LTD,"Delhi, Delhi","O Clean, aggregate, analyze, interpret data, and carry out quality analysis of it o Set up data warehouse for predictive/prescriptive analysis.",PostedPosted 16 days ago,2023-03-19,"Up to ₹30,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Summer Intern: Data Science,Data Scientist,G2,"Bengaluru, Karnataka","The data science team creates features by collaborating with stakeholders, analyzing and building a variety of data science models, and promoting those models…",PostedPosted 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
NLP - Machine Leaning Engineer,Data Scientist,Tapaya Technologies,Remote,"Looking for developers with experience in python and NLP.
Familiarity with ML algorithms , git and Linux environment preferred.",PostedPosted 14 days ago,2023-03-19,"Up to ₹18,000 ",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Consulting - ET&P : F&P - Data Scientist - Sr. Consultant,Data Scientist,Deloitte,"Bengaluru, Karnataka","ob requisition ID :: 49923 Date: Mar 16, 2023 Location: Bengaluru Designation: Senior Consultant Entity: Deloitte Touche Tohmatsu India LLP Timeseries",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Scientist,Data Scientist,Harman International,"Bengaluru, Karnataka","Advance level understanding of programming concepts related to data science.
Data collection and analysis to understand the business requirement and map it to…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Data Science Internship,Data Scientist,Oracuz Infotech Pvt Ltd,"Thiruvananthapuram, Kerala",Part-time hours: 40 per week.,EmployerActive 1 day ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=20
Urgently hiring Associate Data Scientist,Data Scientist,Pinnacle Software and Services Pvt Ltd,"Thiruvananthapuram, Kerala","We aim to provide products for building better accounting and various other solutions.
Design and build an AI development and delivery pipeline, including…",PostedPosted 1 day ago,2023-03-19,"₹3,25,000 - ₹5,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Computer Vision Research/ Platform Engineer - Machine Learning,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Experience working with synthetic and artificial data to solve real world problems.
Experience with object classification, gesture recognition or human pose…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Science Analytics,Data Scientist,Diverse Infotech,Delhi,ata Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+,PostedPosted 17 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Scientist - Data Mining,Data Scientist,AHRC Pvt Ltd,"Noida, Uttar Pradesh","Data mining or extracting usable data from valuable data sources.
Present information using data visualization techniques.",PostedPosted 1 day ago,2023-03-19,"₹10,00,000 - ₹15,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Science - Intern,Data Scientist,Ambee,"Bengaluru, Karnataka","We deal with a lot of data, including data pre-processing, writing intrinsic scripts, and automating pipelines.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Scientist (India Remote),Data Scientist,Token Metrics,"Remote in Hyderabad, Telangana+1 location","Master’s degree in computational linguistics, data science, data analytics, or similar will be advantageous.
Developing ML algorithms to analyze huge volumes of…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
AI / Big Data Analyst (Powertrain applications) - COB,Data Scientist,Bosch Group,"Coimbatore, Tamil Nadu",Bachelor of Engineering (B.E / B.,PostedToday,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Scientist,Data Scientist,Société Générale,"Bengaluru, Karnataka","Min. 4 years experience as a Data Developer with hands on experience on Advanced Python, Pandas, Numpy, Scikit Learn, Scipy.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Sr. Data Scientist,Data Scientist,OMS Software Solutions India Pvt Lltd,"Coimbatore, Tamil Nadu","Undertake preprocessing of structured and unstructured data.
Identify valuable data sources and automate collection processes.",EmployerActive 4 days ago,2023-03-19,"₹12,00,000 - ₹21,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
AVP - Data Scientist,Data Scientist,Barclays,"Delhi, Delhi","Prior work in a comparable organisation as a data scientist or in a technical analyst role.
Use Python to extract, transform and analyse various types of data.",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Scientist,Data Scientist,Razor Group GmbH,"New Delhi, Delhi","You developing quantitative models, leveraging machine learning and advanced data analysis techniques to.
You have strong experience in data analysis, writing…",PostedPosted 30+ days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Applied Data Scientist,Data Scientist,dh internal Job Board,"Gurgaon District, Haryana","Statistical Modelling and experience of applying data science into client problems.
Using big data, deep expertise and AI-driven platforms to decode the 21st…",PostedPosted 2 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Deep Learning Engineers,Data Scientist,Conxai Technologies GmbH,"Bengaluru, Karnataka","With such an experience, the candidate will also be in a position to create cutting edge ""Neural Reasoning"" solutions to understand construction sites from…",PostedPosted 9 days ago,2023-03-19,"₹18,00,000 - ₹27,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Junior Data Scientist/ta,Data Scientist,WSD Consultant,"Gurgaon District, Haryana","Qualification Other Bachelor Degree, MD/Medicinae Doctor, Other Doctorate Degree.
These programs are delivered through a convenient and robust technology…",PostedPosted 30+ days ago,2023-03-19,"₹7,00,000 - ₹15,00,000",https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Scientist,Data Scientist,Ericsson,"Noida, Uttar Pradesh","Lead and develop a team of data scientists and engineers.
Experience with big data analytics - identifying trends, patterns, and outliers in large volumes of…",PostedPosted 9 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=30
Data Analytics Intern,Data Scientist,Ecozen Solutions,"Pune, Maharashtra","Analyze data of IoT devices to study performance and model the physical behavior of systems.
Experience: a minimum of 3 months of similar project experience in…",PostedPosted 23 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
Associate- Data Scientist,Data Scientist,Bain & Company,"Gurugram, Haryana",Be part of the thought leadership exercise to establish a blue-print for cloud-based deployment of any analytical and/or data-driven solution.,PostedPosted 24 days ago,2023-03-19,NaN,https://in.indeed.com/jobs?q=Data+Scientist&l=India&start=40
